Number of Schools by Management and Year of Establishment                              Report Id : 1001,,,,,,,,
Report Generated By NIC,,,,Report Export Date :06 Mar 2025 09:49 PM,,,,
Academic Year:undefined,,State Name :all,,District Name :none,,Block Name :none,,
,,Present Management of School,,,,,,
Location,Establishment Year,State Govt,Central Govt,Govt Aided,Private,Others,Total School,Cumulative Total School
Rajasthan,1982,481,4,0,168,0,653,653
Rajasthan,1981,404,2,0,97,1,504,504
Rajasthan,1980,832,1,0,94,7,934,934
Rajasthan,1979,748,2,0,51,2,803,803
Rajasthan,1978,969,0,0,61,2,1032,1032
Rajasthan,1977,463,1,0,54,1,519,519
Rajasthan,1976,246,0,0,47,2,295,295
Rajasthan,1975,250,0,0,38,3,291,291
Rajasthan,1974,322,0,0,28,1,351,351
Rajasthan,1973,674,1,0,22,2,699,699
Rajasthan,1972,947,0,0,38,0,985,985
Rajasthan,1971,392,2,0,28,3,425,425
Rajasthan,1970,260,0,0,27,6,293,293
Rajasthan,1969,262,0,0,30,0,292,292
Rajasthan,1968,310,0,0,37,2,349,349
Rajasthan,1967,285,0,0,25,3,313,313
Rajasthan,1966,259,0,0,16,0,275,275
Rajasthan,1965,771,4,0,28,5,808,808
Rajasthan,1964,588,3,0,24,1,616,616
Rajasthan,1963,704,0,0,7,0,711,711
Rajasthan,1962,1889,1,0,19,3,1912,1912
Rajasthan,1961,1019,1,0,21,1,1042,1042
Rajasthan,1960,1393,0,0,12,0,1405,1405
Rajasthan,1959,1377,0,0,16,1,1394,1394
Rajasthan,1958,1105,0,0,17,0,1122,1122
Rajasthan,1957,641,0,0,23,1,665,665
Rajasthan,1956,1377,0,0,17,0,1394,1394
Rajasthan,1955,742,0,0,8,0,750,750
Rajasthan,1954,1567,0,0,6,0,1573,1573
Rajasthan,1953,635,0,0,13,0,648,648
Rajasthan,1952,1131,0,0,16,2,1149,1149
Rajasthan,1951,291,0,0,7,0,298,298
Rajasthan,1950,557,0,0,10,2,569,569
Rajasthan,1949,221,0,0,6,0,227,227
Rajasthan,1948,409,0,0,3,0,412,412
Rajasthan,1947,235,0,0,10,0,245,245
Rajasthan,1946,167,0,0,3,0,170,170
Rajasthan,1945,241,0,0,7,2,250,250
Rajasthan,1944,114,0,0,10,0,124,124
Rajasthan,1943,102,0,0,5,0,107,107
Rajasthan,1942,155,0,0,16,1,172,172
Rajasthan,1941,40,0,0,7,0,47,47
Rajasthan,1940,75,0,0,5,0,80,80
Rajasthan,1939,63,0,0,3,0,66,66
Rajasthan,1938,84,0,0,5,0,89,89
Rajasthan,1937,65,0,0,6,0,71,71
Rajasthan,1936,71,0,0,1,2,74,74
Rajasthan,1935,123,0,0,9,0,132,132
Rajasthan,1934,60,0,0,2,0,62,62
Rajasthan,1933,31,0,0,5,0,36,36
Rajasthan,1932,68,0,0,5,0,73,73
Rajasthan,1931,42,0,0,2,0,44,44
Rajasthan,1930,64,1,0,3,0,68,68
Rajasthan,1929,28,0,0,4,0,32,32
Rajasthan,1928,49,0,0,3,1,53,53
Rajasthan,1927,47,0,0,4,0,51,51
Rajasthan,1926,27,0,0,3,1,31,31
Rajasthan,1925,32,0,0,2,1,35,35
Rajasthan,1924,28,0,0,4,0,32,32
Rajasthan,1923,20,0,0,1,0,21,21
Rajasthan,1922,17,0,0,3,0,20,20
Rajasthan,1921,16,0,0,2,0,18,18
Rajasthan,1920,27,0,0,3,0,30,30
Rajasthan,1919,15,0,0,4,0,19,19
Rajasthan,1918,8,0,0,1,0,9,9
Rajasthan,1917,5,1,0,3,0,9,9
Rajasthan,1916,11,0,0,2,0,13,13
Rajasthan,1915,12,0,0,3,0,15,15
Rajasthan,1914,15,0,0,2,0,17,17
Rajasthan,1913,7,1,0,2,0,10,10
Rajasthan,1912,6,0,0,2,0,8,8
Rajasthan,1911,14,0,0,2,0,16,16
Rajasthan,1910,15,0,0,2,0,17,17
Rajasthan,1909,9,0,0,0,0,9,9
Rajasthan,1908,3,0,0,4,0,7,7
Rajasthan,1907,8,0,0,2,0,10,10
Rajasthan,1906,3,0,0,2,0,5,5
Rajasthan,1905,23,0,0,1,0,24,24
Rajasthan,1904,12,0,0,6,0,18,18
Rajasthan,1903,11,0,0,0,0,11,11
Rajasthan,1902,6,0,0,0,0,6,6
Rajasthan,1901,16,0,0,3,0,19,19
Rajasthan,1900,6,0,0,2,0,8,8
Rajasthan,1899,4,0,0,0,0,4,4
Rajasthan,1898,2,0,0,2,0,4,4
Rajasthan,1897,1,0,0,0,0,1,1
Rajasthan,1896,1,0,0,2,0,3,3
Rajasthan,1895,3,0,0,1,0,4,4
Rajasthan,1894,3,0,0,1,0,4,4
Rajasthan,1893,1,0,0,2,0,3,3
Rajasthan,1892,2,0,0,0,0,2,2
Rajasthan,1891,2,0,0,0,0,2,2
Rajasthan,1890,6,0,0,0,0,6,6
Rajasthan,1889,7,0,0,1,0,8,8
Rajasthan,1888,2,0,0,1,0,3,3
Rajasthan,1887,1,0,0,1,0,2,2
Rajasthan,1886,2,0,0,1,0,3,3
Rajasthan,1885,2,1,0,2,0,5,5
Rajasthan,1884,1,1,0,0,0,2,2
Rajasthan,1883,4,0,0,1,0,5,5
Rajasthan,1882,4,0,0,1,0,5,5
Rajasthan,1880,5,0,0,0,0,5,5
Rajasthan,1878,1,0,0,0,0,1,1
Rajasthan,1876,1,0,0,0,0,1,1
Rajasthan,1875,2,0,0,1,0,3,3
Rajasthan,1874,1,0,0,0,0,1,1
Rajasthan,1873,2,0,0,0,0,2,2
Rajasthan,1872,1,0,0,0,0,1,1
Rajasthan,1870,1,0,0,0,0,1,1
Rajasthan,1869,1,0,0,0,0,1,1
Rajasthan,1866,1,0,0,0,0,1,1
Rajasthan,1864,1,0,0,0,0,1,1
Rajasthan,1862,0,0,0,1,0,1,1
Rajasthan,1860,1,0,0,0,0,1,1
Rajasthan,1858,1,0,0,0,0,1,1
Rajasthan,1857,1,0,0,0,0,1,1
Rajasthan,1856,4,0,0,0,0,4,4
Rajasthan,1855,1,0,0,0,0,1,1
Rajasthan,1852,1,0,0,0,0,1,1
Rajasthan,1850,1,0,0,0,0,1,1
Rajasthan,1848,1,0,0,0,0,1,1
Rajasthan,1845,1,0,0,0,0,1,1
Rajasthan,1841,1,0,0,0,0,1,1
Rajasthan,1836,1,0,0,0,0,1,1
Rajasthan,1835,3,0,0,0,0,3,3
Rajasthan,1833,1,0,0,0,0,1,1
Rajasthan,1772,1,0,0,0,0,1,1
Sikkim,2021,1,0,0,2,0,3,3
Sikkim,2020,1,0,0,3,0,4,4
Sikkim,2019,1,0,0,6,0,7,7
Sikkim,2018,5,0,0,1,0,6,6
Sikkim,2017,0,0,0,6,0,6,6
Sikkim,2016,2,0,0,10,0,12,12
Sikkim,2015,2,0,0,12,0,14,14
Sikkim,2014,0,0,0,12,0,12,12
Sikkim,2013,2,0,0,7,0,9,9
Sikkim,2012,2,0,1,14,0,17,17
Sikkim,2011,2,0,0,2,0,4,4
Sikkim,2010,5,0,0,13,0,18,18
Sikkim,2009,2,0,0,13,0,15,15
Sikkim,2008,4,0,2,20,0,26,26
Sikkim,2007,7,0,0,21,0,28,28
Sikkim,2006,8,0,0,19,0,27,27
Sikkim,2005,18,1,0,16,0,35,35
Sikkim,2004,10,0,0,20,0,30,30
Sikkim,2003,20,0,1,4,0,25,25
Sikkim,2002,3,0,0,18,0,21,21
Sikkim,2001,7,0,0,17,0,24,24
Sikkim,2000,2,2,0,19,0,23,23
Sikkim,1999,2,0,0,7,0,9,9
Sikkim,1998,4,0,0,14,0,18,18
Sikkim,1997,3,0,0,3,0,6,6
Sikkim,1996,9,0,0,19,0,28,28
Sikkim,1995,9,0,0,10,0,19,19
Sikkim,1994,3,0,0,9,0,12,12
Sikkim,1993,3,1,0,6,0,10,10
Sikkim,1992,20,0,2,6,0,28,28
Sikkim,1991,6,0,1,5,0,12,12
Sikkim,1990,10,0,0,4,0,14,14
Sikkim,1989,13,0,0,3,0,16,16
Sikkim,1988,9,0,1,5,0,15,15
Sikkim,1987,13,1,1,3,0,18,18
Sikkim,1986,20,0,2,4,0,26,26
Sikkim,1985,40,0,1,3,0,44,44
Sikkim,1984,36,0,1,5,0,42,42
Sikkim,1983,23,1,0,1,0,25,25
Sikkim,1982,50,0,0,4,0,54,54
Sikkim,1981,28,0,1,4,0,33,33
Sikkim,1980,27,0,0,2,0,29,29
Sikkim,1979,37,0,0,1,0,38,38
Sikkim,1978,19,0,0,0,0,19,19
Sikkim,1977,20,0,0,0,0,20,20
Sikkim,1976,44,1,0,0,0,45,45
Sikkim,1975,54,1,1,1,0,57,57
Sikkim,1974,21,0,0,1,0,22,22
Sikkim,1973,9,0,0,0,0,9,9
Sikkim,1972,6,0,0,0,0,6,6
Sikkim,1971,2,0,0,0,0,2,2
Sikkim,1970,6,0,0,0,0,6,6
Sikkim,1969,10,0,0,0,0,10,10
Sikkim,1968,5,0,0,0,0,5,5
Sikkim,1967,5,0,0,0,0,5,5
Sikkim,1966,2,0,0,0,0,2,2
Sikkim,1965,3,0,0,0,0,3,3
Sikkim,1964,9,0,1,0,0,10,10
Sikkim,1963,2,0,0,0,0,2,2
Sikkim,1962,7,0,0,0,0,7,7
Sikkim,1961,4,0,1,0,0,5,5
Sikkim,1960,4,0,0,0,0,4,4
Sikkim,1959,7,0,0,0,0,7,7
Sikkim,1958,6,0,0,0,0,6,6
Sikkim,1957,13,0,0,0,0,13,13
Sikkim,1956,6,0,0,0,0,6,6
Sikkim,1955,5,0,0,0,0,5,5
Sikkim,1954,16,0,0,0,0,16,16
Sikkim,1953,5,0,0,0,0,5,5
Sikkim,1952,14,0,0,1,0,15,15
Sikkim,1951,4,0,0,0,0,4,4
Sikkim,1950,7,0,0,0,0,7,7
Sikkim,1949,7,0,0,0,0,7,7
Sikkim,1948,8,0,0,0,0,8,8
Sikkim,1947,11,0,0,0,0,11,11
Sikkim,1946,6,0,0,0,0,6,6
Sikkim,1945,2,0,0,0,0,2,2
Sikkim,1944,1,0,0,0,0,1,1
Sikkim,1943,2,0,0,0,0,2,2
Sikkim,1942,4,0,0,0,0,4,4
Sikkim,1941,3,0,0,0,0,3,3
Sikkim,1940,1,0,0,0,0,1,1
Sikkim,1938,1,0,0,0,0,1,1
Sikkim,1937,2,0,0,0,0,2,2
Sikkim,1936,1,0,0,0,0,1,1
Sikkim,1935,5,0,0,0,0,5,5
Sikkim,1934,2,0,0,0,0,2,2
Sikkim,1933,1,0,0,0,0,1,1
Sikkim,1932,1,0,0,0,0,1,1
Sikkim,1930,1,0,0,0,0,1,1
Sikkim,1929,1,0,0,0,0,1,1
Sikkim,1926,0,0,1,0,0,1,1
Sikkim,1925,1,0,0,0,0,1,1
Sikkim,1924,0,0,1,0,0,1,1
Sikkim,1923,1,0,0,0,0,1,1
Sikkim,1913,1,0,0,0,0,1,1
Sikkim,1912,1,0,0,0,0,1,1
Sikkim,1909,1,0,0,0,0,1,1
Sikkim,1905,1,0,0,0,0,1,1
Sikkim,1890,1,0,0,0,0,1,1
Sikkim,1886,1,0,0,0,0,1,1
Sikkim,1881,1,0,0,0,0,1,1
Sikkim,1880,1,0,0,0,0,1,1
Sikkim,1879,1,0,0,0,0,1,1
Sikkim,1840,1,0,0,0,0,1,1
Tamilnadu,2020,8,0,1,59,0,68,68
Tamilnadu,2019,6,1,1,84,4,96,96
Tamilnadu,2018,106,0,2,229,76,413,413
Tamilnadu,2017,137,1,1,304,66,509,509
Tamilnadu,2016,51,1,1,317,66,436,436
Tamilnadu,2015,27,0,1,282,43,353,353
Tamilnadu,2014,184,0,1,390,39,614,614
Tamilnadu,2013,118,1,0,337,25,481,481
Tamilnadu,2012,24,0,4,343,21,392,392
Tamilnadu,2011,708,1,2,323,16,1050,1050
Tamilnadu,2010,375,2,1,354,11,743,743
Tamilnadu,2009,98,1,1,361,7,468,468
Tamilnadu,2008,81,1,1,274,9,366,366
Tamilnadu,2007,289,5,0,245,2,541,541
Tamilnadu,2006,237,0,3,230,0,470,470
Tamilnadu,2005,295,0,1,599,2,897,897
Tamilnadu,2004,65,1,0,409,5,480,480
Tamilnadu,2003,405,1,4,387,6,803,803
Tamilnadu,2002,777,2,5,445,3,1232,1232
Tamilnadu,2001,209,0,5,295,2,511,511
Tamilnadu,2000,115,1,6,347,3,472,472
Tamilnadu,1999,419,0,8,263,2,692,692
Tamilnadu,1998,375,1,22,280,3,681,681
Tamilnadu,1997,239,0,13,270,2,524,524
Tamilnadu,1996,182,1,14,294,3,494,494
Tamilnadu,1995,148,1,11,342,2,504,504
Tamilnadu,1994,119,0,8,391,4,522,522
Tamilnadu,1993,275,1,14,402,2,694,694
Tamilnadu,1992,118,2,13,287,1,421,421
Tamilnadu,1991,53,0,15,323,0,391,391
Tamilnadu,1990,437,0,30,269,1,737,737
Tamilnadu,1989,132,1,52,244,0,429,429
Tamilnadu,1988,60,0,25,192,1,278,278
Tamilnadu,1987,179,2,43,186,0,410,410
Tamilnadu,1986,276,1,62,205,2,546,546
Tamilnadu,1985,349,1,42,216,0,608,608
Tamilnadu,1984,297,1,53,174,1,526,526
Tamilnadu,1983,365,1,42,136,1,545,545
Tamilnadu,1982,245,0,34,107,0,386,386
Tamilnadu,1981,285,4,45,93,2,429,429
Tamilnadu,1980,358,1,37,96,3,495,495
Tamilnadu,1979,232,0,50,87,0,369,369
Tamilnadu,1978,299,1,52,73,1,426,426
Tamilnadu,1977,179,1,39,59,0,278,278
Tamilnadu,1976,235,1,22,78,0,336,336
Tamilnadu,1975,369,1,22,56,0,448,448
Tamilnadu,1974,285,2,31,65,1,384,384
Tamilnadu,1973,263,0,35,38,0,336,336
Tamilnadu,1972,368,1,26,66,0,461,461
Tamilnadu,1971,382,0,30,43,0,455,455
Tamilnadu,1970,336,1,23,40,0,400,400
Tamilnadu,1969,378,0,49,41,0,468,468
Tamilnadu,1968,499,1,50,26,0,576,576
Tamilnadu,1967,474,0,59,23,0,556,556
Tamilnadu,1966,755,4,67,20,1,847,847
Tamilnadu,1965,638,1,45,15,0,699,699
Tamilnadu,1964,617,3,53,19,0,692,692
Tamilnadu,1963,954,0,79,21,0,1054,1054
Tamilnadu,1962,1558,1,90,8,1,1658,1658
Tamilnadu,1961,1330,0,83,10,0,1423,1423
Tamilnadu,1960,878,0,87,10,0,975,975
Tamilnadu,1959,1097,0,88,3,0,1188,1188
Tamilnadu,1958,872,0,88,8,0,968,968
Tamilnadu,1957,814,0,145,4,0,963,963
Tamilnadu,1956,961,0,150,6,0,1117,1117
Tamilnadu,1955,1055,0,127,7,0,1189,1189
Tamilnadu,1954,1655,0,167,6,0,1828,1828
Tamilnadu,1953,383,0,170,5,0,558,558
Tamilnadu,1952,500,1,196,2,0,699,699
Tamilnadu,1951,380,0,131,4,0,515,515
Tamilnadu,1950,543,0,229,2,0,774,774
Tamilnadu,1949,325,0,171,2,0,498,498
Tamilnadu,1948,387,1,142,1,0,531,531
Tamilnadu,1947,325,0,211,14,1,551,551
Tamilnadu,1946,283,0,112,3,0,398,398
Tamilnadu,1945,189,0,84,1,0,274,274
Tamilnadu,1944,122,0,58,0,0,180,180
Tamilnadu,1943,90,0,75,0,0,165,165
Tamilnadu,1942,239,0,115,1,0,355,355
Tamilnadu,1941,293,0,236,0,0,529,529
Tamilnadu,1940,555,0,425,1,0,981,981
Tamilnadu,1939,514,0,382,0,0,896,896
Tamilnadu,1938,377,0,274,1,0,652,652
Tamilnadu,1937,200,0,138,2,0,340,340
Tamilnadu,1936,193,0,106,2,0,301,301
Tamilnadu,1935,194,0,95,0,0,289,289
Tamilnadu,1934,139,0,85,1,0,225,225
Tamilnadu,1933,139,0,85,0,0,224,224
Tamilnadu,1932,190,0,90,1,0,281,281
Tamilnadu,1931,177,0,62,1,0,240,240
Tamilnadu,1930,199,0,92,1,0,292,292
Tamilnadu,1929,225,1,85,1,0,312,312
Tamilnadu,1928,427,0,93,1,0,521,521
Tamilnadu,1927,367,0,88,0,0,455,455
Tamilnadu,1926,435,1,83,1,0,520,520
Tamilnadu,1925,326,0,93,2,0,421,421
Tamilnadu,1924,235,1,76,0,0,312,312
Tamilnadu,1923,125,0,58,0,0,183,183
Tamilnadu,1922,108,0,71,0,0,179,179
Tamilnadu,1921,156,0,53,2,0,211,211
Tamilnadu,1920,126,0,75,2,0,203,203
Tamilnadu,1919,120,1,81,1,0,203,203
Tamilnadu,1918,79,0,60,0,0,139,139
Tamilnadu,1917,48,0,99,0,1,148,148
Tamilnadu,1916,44,1,42,1,0,88,88
Tamilnadu,1915,26,0,37,0,0,63,63
Tamilnadu,1914,60,0,66,1,0,127,127
Tamilnadu,1913,78,0,33,1,0,112,112
Tamilnadu,1912,125,0,31,2,0,158,158
Tamilnadu,1911,50,0,63,0,0,113,113
Tamilnadu,1910,47,0,56,1,0,104,104
Tamilnadu,1909,38,0,42,1,0,81,81
Tamilnadu,1908,75,0,101,2,0,178,178
Tamilnadu,1907,62,0,36,0,0,98,98
Tamilnadu,1906,53,0,36,1,0,90,90
Tamilnadu,1905,30,0,44,0,0,74,74
Tamilnadu,1904,18,0,30,0,0,48,48
Tamilnadu,1903,18,0,38,0,0,56,56
Tamilnadu,1902,18,0,26,0,0,44,44
Tamilnadu,1901,10,0,19,2,1,32,32
Tamilnadu,1900,24,0,27,2,1,54,54
Tamilnadu,1899,4,0,9,1,0,14,14
Tamilnadu,1898,17,0,26,0,0,43,43
Tamilnadu,1897,14,0,11,1,0,26,26
Tamilnadu,1896,19,0,27,0,0,46,46
Tamilnadu,1895,18,1,22,1,0,42,42
Tamilnadu,1894,12,0,12,1,0,25,25
Tamilnadu,1893,44,0,17,0,0,61,61
Tamilnadu,1892,15,0,28,1,0,44,44
Tamilnadu,1891,11,0,7,0,0,18,18
Tamilnadu,1890,10,0,12,1,0,23,23
Tamilnadu,1889,8,0,10,0,0,18,18
Tamilnadu,1888,4,0,5,2,0,11,11
Tamilnadu,1887,1,0,16,0,0,17,17
Tamilnadu,1886,0,0,15,0,0,15,15
Tamilnadu,1885,13,0,12,0,0,25,25
Tamilnadu,1884,4,0,3,1,0,8,8
Tamilnadu,1883,5,0,10,0,0,15,15
Tamilnadu,1882,8,0,8,0,0,16,16
Tamilnadu,1881,4,0,0,0,0,4,4
Tamilnadu,1880,5,0,8,0,0,13,13
Tamilnadu,1879,1,0,3,0,0,4,4
Tamilnadu,1878,4,0,8,0,0,12,12
Tamilnadu,1877,2,0,3,0,0,5,5
Tamilnadu,1876,1,0,5,1,0,7,7
Tamilnadu,1875,3,0,5,1,0,9,9
Tamilnadu,1874,1,0,4,0,0,5,5
Tamilnadu,1873,6,0,1,0,0,7,7
Tamilnadu,1872,2,0,1,0,0,3,3
Tamilnadu,1871,0,0,5,0,0,5,5
Tamilnadu,1870,0,0,3,1,0,4,4
Tamilnadu,1869,1,0,2,0,0,3,3
Tamilnadu,1868,1,0,2,0,0,3,3
Tamilnadu,1867,3,0,2,0,0,5,5
Tamilnadu,1866,0,0,1,0,0,1,1
Tamilnadu,1865,3,0,6,0,0,9,9
Tamilnadu,1864,3,0,4,0,0,7,7
Tamilnadu,1863,1,0,1,0,0,2,2
Tamilnadu,1862,3,0,2,0,0,5,5
Tamilnadu,1861,1,0,0,0,0,1,1
Tamilnadu,1860,5,0,5,0,0,10,10
Tamilnadu,1859,3,0,4,0,0,7,7
Tamilnadu,1858,0,0,3,1,0,4,4
Tamilnadu,1857,7,0,6,0,0,13,13
Tamilnadu,1856,2,0,9,0,0,11,11
Tamilnadu,1855,2,0,0,1,0,3,3
Tamilnadu,1854,0,0,4,0,0,4,4
Tamilnadu,1853,2,0,2,0,0,4,4
Tamilnadu,1852,1,0,2,0,0,3,3
Tamilnadu,1851,0,0,2,0,0,2,2
Tamilnadu,1850,2,0,0,0,0,2,2
Tamilnadu,1849,1,0,3,0,0,4,4
Tamilnadu,1848,0,0,1,0,0,1,1
Tamilnadu,1847,1,0,3,0,0,4,4
Tamilnadu,1846,0,0,3,0,0,3,3
Tamilnadu,1845,0,0,5,0,0,5,5
Tamilnadu,1844,0,0,3,0,0,3,3
Tamilnadu,1843,1,0,2,0,0,3,3
Tamilnadu,1842,0,0,4,1,0,5,5
Tamilnadu,1841,1,0,2,0,0,3,3
Tamilnadu,1840,1,0,1,0,0,2,2
Tamilnadu,1839,0,0,3,0,0,3,3
Tamilnadu,1838,2,0,1,0,0,3,3
Tamilnadu,1837,0,0,2,0,0,2,2
Tamilnadu,1836,0,0,2,0,0,2,2
Tamilnadu,1835,0,0,3,0,0,3,3
Tamilnadu,1833,1,0,0,0,0,1,1
Tamilnadu,1831,1,0,2,0,0,3,3
Tamilnadu,1830,0,0,2,0,0,2,2
Tamilnadu,1829,1,0,1,0,0,2,2
Tamilnadu,1828,0,0,3,0,0,3,3
Tamilnadu,1827,1,0,1,0,0,2,2
Tamilnadu,1826,0,0,1,0,0,1,1
Tamilnadu,1825,0,0,1,0,0,1,1
Tamilnadu,1823,0,0,3,0,0,3,3
Tamilnadu,1822,0,0,2,0,0,2,2
Tamilnadu,1821,0,0,1,0,0,1,1
Tamilnadu,1820,2,0,2,0,0,4,4
Tamilnadu,1819,1,0,4,0,0,5,5
Tamilnadu,1817,0,0,1,0,0,1,1
Tamilnadu,1815,1,0,1,0,0,2,2
Tamilnadu,1814,0,0,1,0,0,1,1
Tamilnadu,1810,1,0,1,0,0,2,2
Tamilnadu,1806,0,0,1,0,0,1,1
Tamilnadu,1803,0,0,1,0,0,1,1
Tamilnadu,1802,0,0,1,0,0,1,1
Tamilnadu,1801,0,0,2,0,0,2,2
Tamilnadu,1800,12,0,5,1,0,18,18
Tamilnadu,1785,0,0,1,0,0,1,1
Tamilnadu,1783,1,0,0,0,0,1,1
Tamilnadu,1776,1,0,0,0,0,1,1
Tamilnadu,1766,1,0,0,0,0,1,1
Tamilnadu,1763,0,0,1,0,0,1,1
Tamilnadu,1762,0,0,1,0,0,1,1
Tamilnadu,1752,1,0,0,0,0,1,1
Tamilnadu,1736,0,0,1,0,0,1,1
Tamilnadu,1719,1,0,0,0,0,1,1
Tamilnadu,1718,0,0,1,0,0,1,1
Tamilnadu,1717,0,0,1,0,0,1,1
Tamilnadu,1716,0,0,0,1,2,3,3
Tamilnadu,1715,0,0,2,0,0,2,2
Telangana,2022,3,0,0,17,0,20,20
Telangana,2021,11,0,0,192,0,203,203
Telangana,2020,8,0,0,248,0,256,256
Telangana,2019,175,0,0,354,16,545,545
Telangana,2018,34,2,0,343,8,387,387
Telangana,2017,415,1,0,598,4,1018,1018
Telangana,2016,277,1,0,529,8,815,815
Telangana,2015,46,4,2,544,16,612,612
Telangana,2014,52,2,0,499,12,565,565
Telangana,2013,236,0,1,482,5,724,724
Telangana,2012,88,0,0,529,8,625,625
Telangana,2011,225,1,0,515,5,746,746
Telangana,2010,117,1,1,741,14,874,874
Telangana,2009,121,0,0,390,8,519,519
Telangana,2008,156,2,0,343,7,508,508
Telangana,2007,223,2,0,337,6,568,568
Telangana,2006,204,1,1,276,4,486,486
Telangana,2005,343,0,3,484,1,831,831
Telangana,2004,322,0,3,367,2,694,694
Telangana,2003,293,0,0,307,0,600,600
Telangana,2002,1111,0,0,467,2,1580,1580
Telangana,2001,2093,0,0,367,11,2471,2471
Telangana,2000,1178,0,0,350,5,1533,1533
Telangana,1999,1017,0,0,180,1,1198,1198
Telangana,1998,1619,0,0,170,1,1790,1790
Telangana,1997,365,0,0,198,3,566,566
Telangana,1996,283,1,1,185,2,472,472
Telangana,1995,184,1,0,174,3,362,362
Telangana,1994,152,1,2,226,2,383,383
Telangana,1993,179,0,1,184,0,364,364
Telangana,1992,252,0,0,188,3,443,443
Telangana,1991,159,1,1,149,1,311,311
Telangana,1990,255,0,4,129,0,388,388
Telangana,1989,369,1,1,128,0,499,499
Telangana,1988,259,1,0,94,2,356,356
Telangana,1987,982,5,1,90,0,1078,1078
Telangana,1986,660,4,0,89,1,754,754
Telangana,1985,504,2,11,73,0,590,590
Telangana,1984,339,1,25,75,0,440,440
Telangana,1983,306,2,22,67,0,397,397
Telangana,1982,412,1,21,63,1,498,498
Telangana,1981,327,0,16,65,1,409,409
Telangana,1980,541,3,21,56,0,621,621
Telangana,1979,270,0,14,42,0,326,326
Telangana,1978,341,1,23,23,0,388,388
Telangana,1977,248,0,13,16,1,278,278
Telangana,1976,369,0,17,21,1,408,408
Telangana,1975,488,2,7,26,0,523,523
Telangana,1974,264,1,14,19,0,298,298
Telangana,1973,218,1,14,19,0,252,252
Telangana,1972,401,0,17,20,0,438,438
Telangana,1971,208,1,22,17,0,248,248
Telangana,1970,576,1,18,10,0,605,605
Telangana,1969,313,0,27,14,0,354,354
Telangana,1968,363,0,13,17,0,393,393
Telangana,1967,200,0,10,8,0,218,218
Telangana,1966,235,1,14,7,0,257,257
Telangana,1965,657,1,14,11,0,683,683
Telangana,1964,458,0,16,12,0,486,486
Telangana,1963,265,1,18,6,0,290,290
Telangana,1962,532,0,11,2,0,545,545
Telangana,1961,399,0,7,6,0,412,412
Telangana,1960,840,0,14,5,0,859,859
Telangana,1959,371,0,12,0,1,384,384
Telangana,1958,515,0,9,1,0,525,525
Telangana,1957,281,0,3,0,1,285,285
Telangana,1956,620,0,10,0,0,630,630
Telangana,1955,368,0,17,3,0,388,388
Telangana,1954,422,0,10,0,0,432,432
Telangana,1953,365,0,11,2,0,378,378
Telangana,1952,613,0,8,2,0,623,623
Telangana,1951,259,0,0,0,0,259,259
Telangana,1950,696,0,12,0,0,708,708
Telangana,1949,85,0,3,1,0,89,89
Telangana,1948,121,0,6,0,0,127,127
Telangana,1947,76,0,3,0,0,79,79
Telangana,1946,38,0,4,1,0,43,43
Telangana,1945,97,0,7,0,0,104,104
Telangana,1944,26,0,7,0,0,33,33
Telangana,1943,21,0,3,0,0,24,24
Telangana,1942,54,0,9,0,0,63,63
Telangana,1941,18,0,2,1,0,21,21
Telangana,1940,70,0,7,0,0,77,77
Telangana,1939,15,0,0,1,0,16,16
Telangana,1938,21,0,5,0,0,26,26
Telangana,1937,23,0,1,0,0,24,24
Telangana,1936,22,0,10,0,0,32,32
Telangana,1935,40,0,6,0,0,46,46
Telangana,1934,9,0,9,0,0,18,18
Telangana,1933,8,0,3,0,0,11,11
Telangana,1932,26,0,0,0,0,26,26
Telangana,1931,14,0,1,0,0,15,15
Telangana,1930,27,0,4,1,0,32,32
Telangana,1929,6,0,0,0,0,6,6
Telangana,1928,6,0,6,0,0,12,12
Telangana,1927,9,0,1,0,0,10,10
Telangana,1926,4,0,4,0,0,8,8
Telangana,1925,11,0,3,0,0,14,14
Telangana,1924,4,0,4,0,0,8,8
Telangana,1923,3,0,4,1,0,8,8
Telangana,1922,1,0,4,0,0,5,5
Telangana,1921,5,0,0,1,0,6,6
Telangana,1920,14,0,0,0,0,14,14
Telangana,1919,4,0,3,1,0,8,8
Telangana,1918,8,0,2,0,0,10,10
Telangana,1917,7,0,31,9,0,47,47
Telangana,1915,1,0,0,0,0,1,1
Telangana,1914,0,0,2,0,0,2,2
Telangana,1913,0,0,1,0,0,1,1
Telangana,1912,0,0,1,0,0,1,1
Telangana,1911,3,0,0,0,0,3,3
Telangana,1910,1,0,0,0,0,1,1
Telangana,1908,2,0,0,0,0,2,2
Telangana,1907,2,0,1,0,0,3,3
Telangana,1906,2,1,0,0,0,3,3
Telangana,1905,1,0,0,0,0,1,1
Telangana,1904,3,0,0,1,0,4,4
Telangana,1901,4,0,1,0,0,5,5
Telangana,1897,1,0,0,0,0,1,1
Telangana,1895,0,0,3,0,0,3,3
Telangana,1890,1,0,0,0,0,1,1
Telangana,1886,1,0,1,0,0,2,2
Telangana,1883,0,0,2,0,0,2,2
Telangana,1879,1,0,0,0,0,1,1
Telangana,1876,0,0,0,1,0,1,1
Telangana,1872,2,0,0,0,0,2,2
